Name,Type 1,Type 2,HP,Att,Def,Spa,Spd,Spe,BST,Generation,Final Evolution,Catch Rate,Legendary,Weight,Height,Against Normal,Against Fire,Against Water,Against Electric,Against Grass,Against Ice,Against Fighting,Against Poison,Against Ground,Against Flying,Against Psychic,Against Bug,Against Rock,Against Ghost,Against Dragon,Against Dark,Against Steel,Against Fairy
Bibarel,Normal,Water,79,85,60,55,60,71,410,4,1,127,0,31.5,1.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
Kricketot,Bug,,37,25,41,25,41,25,194,4,0,255,0,2.2,0.3,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Kricketune,Bug,,77,85,51,55,51,65,384,4,1,45,0,25.5,1.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Shinx,Electric,,45,65,34,40,34,45,263,4,0,235,0,9.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Luxio,Electric,,60,85,49,60,49,60,363,4,0,120,0,30.5,0.9,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Luxray,Electric,,80,120,79,95,79,70,523,4,1,45,0,42.0,1.4,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Budew,Grass,Poison,40,30,35,50,70,55,280,4,0,255,0,1.2,0.2,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
Roserade,Grass,Poison,60,70,65,125,105,90,515,4,1,75,0,14.5,0.9,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
Cranidos,Rock,,67,125,40,30,30,58,350,4,0,45,0,31.5,0.9,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
Rampardos,Rock,,97,165,60,65,50,58,495,4,1,45,0,102.5,1.6,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
Shieldon,Rock,Steel,30,42,118,42,88,30,350,4,0,45,0,57.0,0.5,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
Bastiodon,Rock,Steel,60,52,168,47,138,30,495,4,1,45,0,149.5,1.3,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
Burmy,Bug,,40,29,45,29,45,36,224,4,0,120,0,3.4,0.2,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Wormadam Plant Cloak,Bug,Grass,60,59,85,79,105,36,424,4,1,45,0,6.5,0.5,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
Wormadam Sandy Cloak,Bug,Ground,60,79,105,59,85,36,424,4,1,45,0,6.5,0.5,1.0,2.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Wormadam Trash Cloak,Bug,Steel,60,69,95,69,95,36,424,4,1,45,0,6.5,0.5,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
Mothim,Bug,Flying,70,94,50,94,50,66,424,4,1,45,0,23.3,0.9,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
Combee,Bug,Flying,30,30,42,30,42,70,244,4,0,120,0,5.5,0.3,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
Vespiquen,Bug,Flying,70,80,102,80,102,40,474,4,1,45,0,38.5,1.2,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
Pachirisu,Electric,,60,45,70,45,90,95,405,4,1,200,0,3.9,0.4,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Buizel,Water,,55,65,35,60,30,85,330,4,0,190,0,29.5,0.7,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Floatzel,Water,,85,105,55,85,50,115,495,4,1,75,0,33.5,1.1,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Cherubi,Grass,,45,35,45,62,53,35,275,4,0,190,0,3.3,0.4,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Cherrim,Grass,,70,60,70,87,78,85,450,4,1,75,0,9.3,0.5,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Shellos,Water,,76,48,48,57,62,34,325,4,0,190,0,6.3,0.3,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Gastrodon,Water,Ground,111,83,68,92,82,39,475,4,1,75,0,29.9,0.9,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
Ambipom,Normal,,75,100,66,60,66,115,482,4,1,45,0,20.3,1.2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Drifloon,Ghost,Flying,90,50,34,60,44,70,348,4,0,125,0,1.2,0.4,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
Drifblim,Ghost,Flying,150,80,44,90,54,80,498,4,1,60,0,15.0,1.2,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
Buneary,Normal,,55,66,44,44,56,85,350,4,0,190,0,5.5,0.4,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Lopunny,Normal,,65,76,84,54,96,105,480,4,1,60,0,33.3,1.2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Mega Lopunny,Normal,Fighting,65,136,94,54,96,135,580,6,1,60,0,28.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0
Mismagius,Ghost,,60,60,60,105,105,105,495,4,1,45,0,4.4,0.9,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
Honchkrow,Dark,Flying,100,125,52,105,52,71,505,4,1,30,0,27.3,0.9,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
Glameow,Normal,,49,55,42,42,37,85,310,4,0,190,0,3.9,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Purugly,Normal,,71,82,64,64,59,112,452,4,1,75,0,43.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Chingling,Psychic,,45,30,50,65,50,45,285,4,0,120,0,0.6,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Stunky,Poison,Dark,63,63,47,41,41,74,329,4,0,225,0,19.2,0.4,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
Skuntank,Poison,Dark,103,93,67,71,61,84,479,4,1,60,0,38.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
Bronzor,Steel,Psychic,57,24,86,24,86,23,300,4,0,255,0,60.5,0.5,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
Bronzong,Steel,Psychic,67,89,116,79,116,33,500,4,1,90,0,187.0,1.3,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
Bonsly,Rock,,50,80,95,10,45,10,290,4,0,255,0,15.0,0.5,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
Mime Jr.,Psychic,Fairy,20,25,45,70,90,60,310,4,0,145,0,13.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
Happiny,Normal,,100,5,5,15,65,30,220,4,0,130,0,24.4,0.6,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Chatot,Normal,Flying,76,65,45,92,42,91,411,4,1,30,0,1.9,0.5,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
Spiritomb,Ghost,Dark,50,92,108,92,108,35,485,4,1,100,0,108.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
Gible,Dragon,Ground,58,70,45,40,45,42,300,4,0,45,0,20.5,0.7,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
Gabite,Dragon,Ground,68,90,65,50,55,82,410,4,0,45,0,56.0,1.4,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
Garchomp,Dragon,Ground,108,130,95,80,85,102,600,4,1,45,0,95.0,1.9,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
Mega Garchomp,Dragon,Ground,108,170,115,120,95,92,700,6,1,45,0,95.0,1.9,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
Munchlax,Normal,,135,85,40,40,85,5,390,4,0,50,0,105.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Riolu,Fighting,,40,70,40,35,40,60,285,4,0,75,0,20.2,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
Lucario,Fighting,Steel,70,110,70,115,70,90,525,4,1,45,0,54.0,1.2,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0
Mega Lucario,Fighting,Steel,70,145,88,140,70,112,625,6,1,45,0,57.5,1.3,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0
Hippopotas,Ground,,68,72,78,38,42,32,330,4,0,140,0,49.5,0.8,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Hippowdon,Ground,,108,112,118,68,72,47,525,4,1,60,0,300.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Skorupi,Poison,Bug,40,50,90,30,55,65,330,4,0,120,0,12.0,0.8,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
Drapion,Poison,Dark,70,90,110,60,75,95,500,4,1,45,0,61.5,1.3,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
Croagunk,Poison,Fighting,48,61,40,61,40,50,300,4,0,140,0,23.0,0.7,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0
Toxicroak,Poison,Fighting,83,106,65,86,65,85,490,4,1,75,0,44.4,1.3,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0
Carnivine,Grass,,74,100,72,90,72,46,454,4,1,200,0,27.0,1.4,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Finneon,Water,,49,49,56,49,61,66,330,4,0,190,0,7.0,0.4,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Lumineon,Water,,69,69,76,69,86,91,460,4,1,75,0,24.0,1.2,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Mantyke,Water,Flying,45,20,50,60,120,50,345,4,0,25,0,65.0,1.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
Snover,Grass,Ice,60,62,50,62,60,40,334,4,0,120,0,50.5,1.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
Abomasnow,Grass,Ice,90,92,75,92,85,60,494,4,1,60,0,135.5,2.2,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
Mega Abomasnow,Grass,Ice,90,132,105,132,105,30,594,6,1,60,0,185.0,2.7,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
Weavile,Dark,Ice,70,120,65,45,85,125,510,4,1,45,0,34.0,1.1,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0
Magnezone,Electric,Steel,70,70,115,130,90,60,535,4,1,30,0,180.0,1.2,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
Lickilicky,Normal,,110,85,95,80,95,50,515,4,1,30,0,140.0,1.7,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Rhyperior,Ground,Rock,115,140,130,55,55,40,535,4,1,30,0,282.8,2.4,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
Tangrowth,Grass,,100,100,125,110,50,50,535,4,1,30,0,128.6,2.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Electivire,Electric,,75,123,67,95,85,95,540,4,1,30,0,138.6,1.8,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Magmortar,Fire,,75,95,67,125,95,83,540,4,1,30,0,68.0,1.6,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Togekiss,Fairy,Flying,85,50,95,120,115,80,545,4,1,30,0,38.0,1.5,1.0,1.0,1.0,2.0,0.5,2.0,0.25,2.0,0.0,1.0,1.0,0.25,2.0,1.0,0.0,0.5,2.0,1.0
Yanmega,Bug,Flying,86,76,86,116,56,95,515,4,1,30,0,51.5,1.9,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
Leafeon,Grass,,65,110,130,60,65,95,525,4,1,45,0,25.5,1.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Glaceon,Ice,,65,60,110,130,95,65,525,4,1,45,0,25.9,0.8,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
Gliscor,Ground,Flying,75,95,125,45,75,95,510,4,1,30,0,42.5,2.0,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Mamoswine,Ice,Ground,110,130,80,70,60,80,530,4,1,50,0,291.0,2.5,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
Porygon-Z,Normal,,85,80,70,135,75,90,535,4,1,30,0,34.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Gallade,Psychic,Fighting,68,125,65,65,115,80,518,4,1,45,0,52.0,1.6,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
Mega Gallade,Psychic,Fighting,68,165,95,65,115,110,618,6,1,45,0,56.4,1.6,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
Probopass,Rock,Steel,60,55,145,75,150,40,525,4,1,60,0,340.0,1.4,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
Dusknoir,Ghost,,45,100,135,65,135,45,525,4,1,45,0,106.6,2.2,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
Froslass,Ice,Ghost,70,80,70,80,70,110,480,4,1,75,0,26.6,1.3,0.0,2.0,1.0,1.0,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,1.0,2.0,2.0,1.0
Rotom,Electric,Ghost,50,50,77,95,77,91,440,4,1,45,0,0.3,0.3,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,0.5,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0
Rotom-Wash,Electric,Water,50,65,107,105,107,86,520,4,1,45,0,0.3,0.3,1.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0
Rotom-Heat,Electric,Fire,50,65,107,105,107,86,520,4,1,45,0,0.3,0.3,1.0,0.5,2.0,0.5,0.5,0.5,1.0,1.0,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.25,0.5
Rotom-Mow,Electric,Grass,50,65,107,105,107,86,520,4,1,45,0,0.3,0.3,1.0,2.0,0.5,0.25,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
Rotom-Frost,Electric,Ice,50,65,107,105,107,86,520,4,1,45,0,0.3,0.3,1.0,2.0,1.0,0.5,1.0,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Rotom-Fan,Electric,Flying,50,65,107,105,107,86,520,4,1,45,0,0.3,0.3,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
Uxie,Psychic,,75,75,130,75,130,95,580,4,1,3,1,0.3,0.3,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Mesprit,Psychic,,80,105,105,105,105,80,580,4,1,3,1,0.3,0.3,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Azelf,Psychic,,75,125,70,125,70,115,580,4,1,3,1,0.3,0.3,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Dialga,Steel,Dragon,100,120,120,150,100,90,680,4,1,3,1,683.0,5.4,0.5,1.0,0.5,0.5,0.25,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0
Palkia,Water,Dragon,90,120,100,150,120,100,680,4,1,3,1,336.0,4.2,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0
Heatran,Fire,Steel,91,90,106,130,106,77,600,4,1,3,1,430.0,1.7,0.5,1.0,2.0,1.0,0.25,0.25,2.0,0.0,4.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.25,0.25
Regigigas,Normal,,110,160,110,80,110,100,670,4,1,3,1,420.0,3.7,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Giratina,Ghost,Dragon,150,100,120,100,120,90,680,4,1,3,1,750.0,4.5,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0
Giratina-Origin,Dragon,Ghost,150,120,100,120,100,90,680,4,1,3,1,650.0,6.9,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0
Cresselia,Psychic,,120,70,120,75,130,85,600,4,1,3,1,85.6,1.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Phione,Water,,80,80,80,80,80,80,480,4,1,30,1,3.1,0.4,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Manaphy,Water,,100,100,100,100,100,100,600,4,1,3,1,1.4,0.3,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Darkrai,Dark,,70,90,90,135,90,125,600,4,1,3,1,50.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
Shaymin,Grass,,100,100,100,100,100,100,600,4,1,45,1,2.1,0.2,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Shaymin-Sky,Grass,Flying,100,103,75,120,75,127,600,4,1,45,1,5.2,0.4,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Arceus,Normal,,120,120,120,120,120,120,720,4,1,3,1,320.0,3.2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Victini,Psychic,Fire,100,100,100,100,100,100,600,5,1,3,1,4.0,0.4,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5
Snivy,Grass,,45,45,55,45,55,63,308,5,0,45,0,8.1,0.6,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Servine,Grass,,60,60,75,60,75,83,413,5,0,45,0,16.0,0.8,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Serperior,Grass,,75,75,95,75,95,113,528,5,1,45,0,63.0,3.3,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Tepig,Fire,,65,63,45,45,45,45,308,5,0,45,0,9.9,0.5,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Pignite,Fire,Fighting,90,93,55,70,55,55,418,5,0,45,0,55.5,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
Emboar,Fire,Fighting,110,123,65,100,65,65,528,5,1,45,0,150.0,1.6,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
Oshawott,Water,,55,55,45,63,45,45,308,5,0,45,0,5.9,0.5,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Dewott,Water,,75,75,60,83,60,60,413,5,0,45,0,24.5,0.8,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Samurott,Water,,95,100,85,108,70,70,528,5,1,45,0,94.6,1.5,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Patrat,Normal,,45,55,39,35,39,42,255,5,0,255,0,11.6,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Watchog,Normal,,60,85,69,60,69,77,420,5,1,255,0,27.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
